City,State,Agency,tech_type,Vendor,date,year
Eagle River,WI,Vilas County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Eagle River,WI,Eagle River Police Department,Body-worn Cameras,,2020,2020.0
Lac du Flambeau,WI,Lac du Flambeau Tribal Police Department,Body-worn Cameras,,2020,2020.0
Viroqua,WI,Vernon County Sheriff's Office,Body-worn Cameras,,2020,2020.0
La Farge,WI,La Farge Police Department,Body-worn Cameras,,2020,2020.0
Viroqua,WI,Viroqua Police Department,Body-worn Cameras,,2020,2020.0
Westby,WI,Westby Police Department,Body-worn Cameras,,2020,2020.0
Arcadia,WI,Arcadia Police Department,Body-worn Cameras,,2020,2020.0
Blair,WI,Blair Police Department,Body-worn Cameras,,2020,2020.0
Osseo,WI,Osseo Police Department,Body-worn Cameras,,2020,2020.0
Strum,WI,Strum Police Department,Body-worn Cameras,,2020,2020.0
Medford,WI,Taylor County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Elkhart Lake,WI,Elkhart Lake Police Department,Body-worn Cameras,,2020,2020.0
Plymouth,WI,Plymouth Police Department,Body-worn Cameras,,2020,2020.0
Sheboygan Falls,WI,Sheboygan Falls Police Department,Body-worn Cameras,,2020,2020.0
Shawano,WI,Shawano County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Shawano,WI,Shawano Police Department,Body-worn Cameras,,2020,2020.0
Hayward,WI,Lac Courte Oreilles Tribal Police Department,Body-worn Cameras,,2020,2020.0
Baraboo,WI,Baraboo Police Department,Body-worn Cameras,,2020,2020.0
Hudson,WI,Hudson Police Department,Body-worn Cameras,,2020,2020.0
New Richmond,WI,New Richmond Police Department,Body-worn Cameras,,2020,2020.0
Hudson,WI,North Hudson Police Department,Body-worn Cameras,,2020,2020.0
Somerset,WI,Somerset Police Department,Body-worn Cameras,,2020,2020.0
Ladysmith,WI,Rusk County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Ladysmith,WI,Ladysmith Police Department,Body-worn Cameras,,2020,2020.0
Beloit,WI,Beloit Police Department,Body-worn Cameras,,2020,2020.0
Clinton,WI,Clinton Police Department,Body-worn Cameras,,2020,2020.0
Evansville,WI,Evansville Police Department,Body-worn Cameras,,2020,2020.0
Edgerton,WI,Edgerton Police Department,Body-worn Cameras,,2020,2020.0
Richland Center,WI,Richland County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Richland Center,WI,Richland Center Police Department,Body-worn Cameras,,2020,2020.0
Burlington,WI,Burlington Police Department,Body-worn Cameras,,2020,2020.0
Caledonia,WI,Caledonia Police Department,Body-worn Cameras,,2020,2020.0
Mount Pleasant,WI,Mount Pleasant Police Department,Body-worn Cameras,,2020,2020.0
Racine,WI,Racine Police Department,Body-worn Cameras,,2020,2020.0
Sturtevant,WI,Sturtevant Police Department,Body-worn Cameras,,2020,2020.0
Phillips,WI,Price County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Park Falls,WI,Park Falls Police Department,Body-worn Cameras,,2020,2020.0
Phillips,WI,Phillips Police Department,Body-worn Cameras,,2020,2020.0
Stevens Point,WI,Stevens Point Police Department,Body-worn Cameras,,2020,2020.0
Plover,WI,Plover Police Department,Body-worn Cameras,,2020,2020.0
Amery,WI,Amery Police Department,Body-worn Cameras,,2020,2020.0
Frederic,WI,Frederic Police Department,Body-worn Cameras,,2020,2020.0
Ellsworth,WI,Pierce County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Ellsworth,WI,Ellsworth Police Department,Body-worn Cameras,,2020,2020.0
Spring Valley,WI,Spring Valley Police Department,Body-worn Cameras,,2020,2020.0
Prescott,WI,Prescott Police Department,Body-worn Cameras,,2020,2020.0
Durand,WI,Pepin County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Durand,WI,Durand Police Department,Body-worn Cameras,,2020,2020.0
Pepin,WI,Pepin Police Department,Body-worn Cameras,,2020,2020.0
Port Washington,WI,Ozaukee County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Cedarburg,WI,Cedarburg Police Department,Body-worn Cameras,,2020,2020.0
Grafton,WI,Grafton Police Department,Body-worn Cameras,,2020,2020.0
Mequon,WI,Mequon Police Department,Body-worn Cameras,,2020,2020.0
Saukville,WI,Saukville Police Department,Body-worn Cameras,,2020,2020.0
Port Washington,WI,Port Washington Police Department,Body-worn Cameras,,2020,2020.0
Thiensville,WI,Thiensville Police Department,Body-worn Cameras,,2020,2020.0
Appleton,WI,Outagamie County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Little Chute,WI,Fox Valley Metro Police Department,Body-worn Cameras,,2020,2020.0
Shiocton,WI,Shiocton Police Department,Body-worn Cameras,,2020,2020.0
Appleton,WI,Appleton Police Department,Body-worn Cameras,,2020,2020.0
Hortonville,WI,Hortonville Police Department,Body-worn Cameras,,2020,2020.0
Seymour,WI,Seymour Police Department,Body-worn Cameras,,2020,2020.0
Minocqua,WI,Minocqua Police Department,Body-worn Cameras,,2020,2020.0
Woodruff,WI,Woodruff Police Department,Body-worn Cameras,,2020,2020.0
Sparta,WI,Monroe County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Cashton,WI,Cashton Police Department,Body-worn Cameras,,2020,2020.0
Glendale,WI,Glendale Police Department,Body-worn Cameras,,2020,2020.0
Kendall,WI,Kendall Police Department,Body-worn Cameras,,2020,2020.0
Sparta,WI,Sparta Police Department,Body-worn Cameras,,2020,2020.0
Tomah,WI,Tomah Police Department,Body-worn Cameras,,2020,2020.0
Wilton,WI,Wilton Police Department,Body-worn Cameras,,2020,2020.0
Milwaukee,WI,Milwaukee County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Bayside,WI,Bayside Police Department,Body-worn Cameras,,2020,2020.0
Brown Deer,WI,Brown Deer Police Department,Body-worn Cameras,,2020,2020.0
Greendale,WI,Greendale Police Department,Body-worn Cameras,,2020,2020.0
Greenfield,WI,Greenfield Police Department,Body-worn Cameras,,2020,2020.0
Hales Corners,WI,Hales Corners Police Department,Body-worn Cameras,,2020,2020.0
Milwaukee,WI,Milwaukee Police Department,Body-worn Cameras,,2020,2020.0
River Hills,WI,River Hills Police Department,Body-worn Cameras,,2020,2020.0
Shorewood,WI,Shorewood Police Department,Body-worn Cameras,,2020,2020.0
Milwaukee,WI,University of Wisconsin-Milwaukee Police Department,Body-worn Cameras,,2020,2020.0
Wauwatosa,WI,Wauwatosa Police Department,Body-worn Cameras,,2020,2020.0
South Milwaukee,WI,South Milwaukee Police Department,Body-worn Cameras,,2020,2020.0
West Milwaukee,WI,West Milwaukee Police Department,Body-worn Cameras,,2020,2020.0
West Allis,WI,Wisconsin State Fair Park Police Department,Body-worn Cameras,,2020,2020.0
Keshena,WI,Menominee County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Keshena,WI,Menominee Tribal Police Department,Body-worn Cameras,,2020,2020.0
Oxford,WI,Oxford Police Department,Body-worn Cameras,,2020,2020.0
Abbotsford,WI,Colby-Abbotsford Police Department,Body-worn Cameras,,2020,2020.0
Marathon City,WI,Marathon City Police Department,Body-worn Cameras,,2020,2020.0
Rothschild,WI,Rothschild Police Department,Body-worn Cameras,,2020,2020.0
Spencer,WI,Spencer Police Department,Body-worn Cameras,,2020,2020.0
Wausau,WI,Wausau Police Department,Body-worn Cameras,,2020,2020.0
Cleveland,WI,Cleveland Police Department,Body-worn Cameras,,2020,2020.0
Kiel,WI,Kiel Police Department,Body-worn Cameras,,2020,2020.0
Manitowoc,WI,Manitowoc Police Department,Body-worn Cameras,,2020,2020.0
Mishicot,WI,Mishicot Police Department,Body-worn Cameras,,2020,2020.0
Two Rivers,WI,Two Rivers Police Department,Body-worn Cameras,,2020,2020.0
Tomahawk,WI,Tomahawk Police Department,Body-worn Cameras,,2020,2020.0
Darlington,WI,Lafayette County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Argyle,WI,Argyle Police Department,Body-worn Cameras,,2020,2020.0
Belmont,WI,Belmont Police Department,Body-worn Cameras,,2020,2020.0
Darlington,WI,Darlington Police Department,Body-worn Cameras,,2020,2020.0
Shullsburg,WI,Shullsburg Police Department,Body-worn Cameras,,2020,2020.0
La Crosse,WI,La Crosse County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Bangor,WI,Bangor Police Department,Body-worn Cameras,,2020,2020.0
Holmen,WI,Holmen Police Department,Body-worn Cameras,,2020,2020.0
La Crosse,WI,La Crosse Police Department,Body-worn Cameras,,2020,2020.0
Onalaska,WI,Onalaska Police Department,Body-worn Cameras,,2020,2020.0
La Crosse,WI,University of Wisconsin-La Crosse Police Department,Body-worn Cameras,,2020,2020.0
West Salem,WI,West Salem Police Department,Body-worn Cameras,,2020,2020.0
Kewaunee,WI,Kewaunee Police Department,Body-worn Cameras,,2020,2020.0
Kenosha,WI,Kenosha County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Pleasant Prairie,WI,Pleasant Prairie Police Department,Body-worn Cameras,,2020,2020.0
Twin Lakes,WI,Twin Lakes Police Department,Body-worn Cameras,,2020,2020.0
Mauston,WI,Mauston Police Department,Body-worn Cameras,,2020,2020.0
Elroy,WI,Elroy Police Department,Body-worn Cameras,,2020,2020.0
Fort Atkinson,WI,Fort Atkinson Police Department,Body-worn Cameras,,2020,2020.0
Jefferson,WI,Jefferson Police Department,Body-worn Cameras,,2020,2020.0
Lake Mills,WI,Lake Mills Police Department,Body-worn Cameras,,2020,2020.0
Watertown,WI,Watertown Police Department,Body-worn Cameras,,2020,2020.0
Palmyra,WI,Palmyra Police Department,Body-worn Cameras,,2020,2020.0
Black River Falls,WI,Jackson County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Black River Falls,WI,Black River Falls Police Department,Body-worn Cameras,,2020,2020.0
Dodgeville,WI,Iowa County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Barneveld,WI,Barneveld Police Department,Body-worn Cameras,,2020,2020.0
Highland,WI,Highland Police Department,Body-worn Cameras,,2020,2020.0
Avoca,WI,Avoca Police Department,Body-worn Cameras,,2020,2020.0
Monroe,WI,Green County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Albany,WI,Albany Police Department,Body-worn Cameras,,2020,2020.0
Monroe,WI,Monroe Police Department,Body-worn Cameras,,2020,2020.0
Monticello,WI,Monticello Police Department,Body-worn Cameras,,2020,2020.0
Brodhead,WI,Brodhead Police Department,Body-worn Cameras,,2020,2020.0
Lancaster,WI,Grant County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Boscobel,WI,Boscobel Police Department,Body-worn Cameras,,2020,2020.0
Cuba City,WI,Cuba City Police Department,Body-worn Cameras,,2020,2020.0
Fennimore,WI,Fennimore Police Department,Body-worn Cameras,,2020,2020.0
Hazel Green,WI,Hazel Green Police Department,Body-worn Cameras,,2020,2020.0
Lancaster,WI,Lancaster Police Department,Body-worn Cameras,,2020,2020.0
Muscoda,WI,Muscoda Police Department,Body-worn Cameras,,2020,2020.0
Platteville,WI,Platteville Police Department,Body-worn Cameras,,2020,2020.0
Platteville,WI,University of Wisconsin-Platteville Police Department,Body-worn Cameras,,2020,2020.0
Crandon,WI,Forest County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Crandon,WI,Crandon Police Department,Body-worn Cameras,,2020,2020.0
Ripon,WI,Ripon Police Department,Body-worn Cameras,,2020,2020.0
Rosendale,WI,Rosendale Police Department,Body-worn Cameras,,2020,2020.0
Altoona,WI,Altoona Police Department,Body-worn Cameras,,2020,2020.0
Eau Claire,WI,University of Wisconsin-Eau Claire Police Department,Body-worn Cameras,,2020,2020.0
Menomonie,WI,Dunn County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Boyceville,WI,Boyceville Police Department,Body-worn Cameras,,2020,2020.0
Superior,WI,Superior Police Department,Body-worn Cameras,,2020,2020.0
Whitefish Bay,WI,Whitefish Bay Police Department,Body-worn Cameras,,2020,2020.0
Horicon,WI,Horicon Police Department,Body-worn Cameras,,2020,2020.0
Iron Ridge,WI,Iron Ridge Police Department,Body-worn Cameras,,2020,2020.0
Theresa,WI,Theresa Police Department,Body-worn Cameras,,2020,2020.0
Juneau,WI,Juneau Police Department,Body-worn Cameras,,2020,2020.0
Lomira,WI,Lomira Police Department,Body-worn Cameras,,2020,2020.0
Cottage Grove,WI,Cottage Grove Police Department,Body-worn Cameras,,2020,2020.0
Fitchburg,WI,Fitchburg Police Department,Body-worn Cameras,,2020,2020.0
Madison,WI,Madison Police Department,Body-worn Cameras,,2020,2020.0
Madison,WI,Maple Bluff Police Department,Body-worn Cameras,,2020,2020.0
Marshall,WI,Marshall Police Department,Body-worn Cameras,,2020,2020.0
McFarland,WI,McFarland Police Department,Body-worn Cameras,,2020,2020.0
Middleton,WI,Middleton Police Department,Body-worn Cameras,,2020,2020.0
Monona,WI,Monona Police Department,Body-worn Cameras,,2020,2020.0
Stoughton,WI,Stoughton Police Department,Body-worn Cameras,,2020,2020.0
Sun Prairie,WI,Sun Prairie Police Department,Body-worn Cameras,,2020,2020.0
Verona,WI,Verona Police Department,Body-worn Cameras,,2020,2020.0
Waunakee,WI,Waunakee Police Department,Body-worn Cameras,,2020,2020.0
Oregon,WI,Oregon Police Department,Body-worn Cameras,,2020,2020.0
Prairie du Chien,WI,Crawford County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Prairie du Chien,WI,Prairie Du Chien Police Department,Body-worn Cameras,,2020,2020.0
Portage,WI,Portage Police Department,Body-worn Cameras,,2020,2020.0
Neillsville,WI,Clark County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Neillsville,WI,Neillsville Police Department,Body-worn Cameras,,2020,2020.0
Thorp,WI,Thorp Police Department,Body-worn Cameras,,2020,2020.0
Chippewa Falls,WI,Chippewa Falls Police Department,Body-worn Cameras,,2020,2020.0
Cornell,WI,Cornell Police Department,Body-worn Cameras,,2020,2020.0
Lake Hallie,WI,Lake Hallie Police Department,Body-worn Cameras,,2020,2020.0
Brillion,WI,Brillion Police Department,Body-worn Cameras,,2020,2020.0
Siren,WI,Burnett County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Siren,WI,Siren Police Department,Body-worn Cameras,,2020,2020.0
Webster,WI,St. Croix Tribal Police Department,Body-worn Cameras,,2020,2020.0
Webster,WI,Webster Police Department,Body-worn Cameras,,2020,2020.0
Alma,WI,Buffalo County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Mondovi,WI,Mondovi Police Department,Body-worn Cameras,,2020,2020.0
Pulaski,WI,Pulaski Police Department,Body-worn Cameras,,2020,2020.0
Green Bay,WI,University of Wisconsin-Green Bay Police Department,Body-worn Cameras,,2020,2020.0
Wrightstown,WI,Wrightstown Police Department,Body-worn Cameras,,2020,2020.0
Iron River,WI,Iron River Police Department,Body-worn Cameras,,2020,2020.0
Bayfield,WI,Bayfield Police Department,Body-worn Cameras,,2020,2020.0
Barron,WI,Barron County Sheriff's Office,Body-worn Cameras,,2020,2020.0
Chetek,WI,Chetek Police Department,Body-worn Cameras,,2020,2020.0
Barron,WI,Barron Police Department,Body-worn Cameras,,2020,2020.0
Cumberland,WI,Cumberland Police Department,Body-worn Cameras,,2020,2020.0
Adams,WI,Adams Police Department,Body-worn Cameras,,2020,2020.0
Gainesville,FL,University of Florida Police Department,Body-worn Cameras,Axon,02/15/2020,2020.0
Santa Cruz,CA,University of California Santa Cruz Police Department,Body-worn Cameras,,01/20/2017,2017.0
Arcata,CA,Humboldt State University Police Department,Body-worn Cameras,,2019,2019.0
Carnegie,PA,Carnegie Borough Police Department,Body-worn Cameras,WatchGuard,9/19/2020,2020.0
Pittsburgh,PA,Carnegie Mellon University Police Department,Body-worn Cameras,WatchGuard,12/15/2020,2020.0
Castle Shannon,PA,Castle Shannon Police Department,Body-worn Cameras,,02/21/2019,2019.0
Penn Hills,PA,Penn Hills Police Department,Body-worn Cameras,,8/22/2019,2019.0
Pittsburgh,PA,Pittsburgh Police Department,Body-worn Cameras,Axon,7/5/2019,2019.0
Pittsburgh,PA,Sharpsburg Borough Police Department,Body-worn Cameras,,9/29/2020,2020.0
Coraopolis,PA,Coraopolis Police Department,Body-worn Cameras,,10/14/2020,2020.0
Pittsburgh,PA,Bellevue Borough Police Department,Automated License Plate Readers,,4/2/2019,2019.0
Pittsburgh,PA,Brentwood Borough Police Department,Automated License Plate Readers,,12/07/2020,2020.0
Painesville,OH,Lake County Sheriff's Office,Automated License Plate Readers,Flock Safety,08/04/2010,2010.0
Albany,NY,Albany Police Department,Automated License Plate Readers,ELSAG,08/25/2015,2015.0
Yonkers,NY,Yonkers Police Department,Automated License Plate Readers,"ELSAG, Vigilant Solutions",09/08/2016,2016.0
Wichita,KS,Wichita Police Department,Automated License Plate Readers,Flock Safety,,
Hunting Valley,OH,Hunting Valley Police Department,Automated License Plate Readers,Flock Safety,10/27/2020,2020.0
Phenix City,AL,Phenix City Police Department,Automated License Plate Readers,,04/03/2018,2018.0
Menifee,CA,Menifee Police Department,Automated License Plate Readers,Flock Safety,,
Reno,NV,Washoe County Sheriff’s Office,Body-worn Cameras,Axon,06/08/2018,2018.0
Leander,TX,Leander Police Department,Body-worn Cameras,Axon,12/08/2017,2017.0
Chesterfield,VA,Chesterfield County Police Department,Body-worn Cameras,Axon,12/29/2016,2016.0
Albuquerque,NM,Bernalillo County Sheriff's Office,Body-worn Cameras,Utility,01/21/2021,2021.0
Davenport,IA,Davenport Police Department,Body-worn Cameras,Axon,01/08/2018,2018.0
Menifee,CA,Menifee Police Department,Body-worn Cameras,Axon,04/02/2020,2020.0
Menifee,CA,Menifee Police Department,Drones,"Axon, DJI",06/30/2020,2020.0
Doral,FL,Miami-Dade Police Department,Predictive Policing,Shotspotter Connect,01/20/2021,2021.0
Pittsburgh,PA,Pittsburgh Police Department,Real-Time Crime Center,,04/02/2020,2020.0
Pittsburgh,PA,Pittsburgh Police Department,Automated License Plate Readers,,04/02/2020,2020.0
Pittsburgh,PA,Pittsburgh Police Department,Gunshot Detection,Shotspotter,04/02/2020,2020.0
Wayne,MI,Wayne Police Department,Body-worn Cameras,,2/16/2020,2020.0
Waterford,MI,Waterford Police Department,Body-worn Cameras,Safe-Fleet,07/29/2020,2020.0
Woodhaven,MI,Woodhaven Police Department,Body-worn Cameras,Watchguard,7/21/2020,2020.0
Wyandotte,MI,Wyandotte Police Department,Body-worn Cameras,Axon,3/5/2021,2021.0
Canton,MI,Canton Township Police Department,Automated License Plate Readers,Vigilant Solutions,5/12/2020,2020.0
Dearborn,MI,Dearborn Police Department,Automated License Plate Readers,,5/15/2018,2018.0
Ypsilanti,MI,Ypsilanti Police Department,Automated License Plate Readers,,01/24/2014,2014.0
